"plot","plot_yr","yr","repeat_plot","grid_plot","date_samp","jul_day","easting","northing","coord_comments","grassht","forbht","woodyht","woodypct","basal_area","density","dens_c1","dens_c2","dens_c3","dens_c4","avgdens","stddens","waterpct","rockpct","barepct","slope","aspect","TEC","PH","ORG","S","BCA","BMG","BK","BNA","BH","rain6","rain7","rain8","rain9","rain10","rain11","rain12","rain1","rain2","rain3","rain4","rain5","temp6","temp7","temp8","temp9","temp10","temp11","temp12","temp1","temp2","temp3","temp4","temp5","OrBis","bison","YrsOB","BP5Yrs","YrsSLB","burn","date_of_burn","jul_day_burn","logP","logCA","logMG","logK","logNA.","logB","logFE","logMN","logCU","logZN","logAL","eastness","northness"
208,208.2007,2007,1,1,2007-06-17,168,728000,4078000,"",0.6,0.4,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,10,5,209,26.25,7.6,5.85,"17",77.49,17.33,1.76,3.43,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,1,1,13.67123288,1,2.520547945,0,NA,NA,0.778151250383644,3.60938094425071,2.73719264270474,2.25527250510331,2.31597034545692,0.334453751150931,1.94939000664491,1.75587485567249,0.350248018334163,0.250420002308894,2.6159500516564,0.996466641766108,-0.0839894746225687
220,220.2007,2007,1,1,2007-06-08,159,728000,4080000,"",0.5,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,4,110,19.81,7,5.18,"15",79.63,18.13,1.45,0.77,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,1,1,13.64657534,2,0.246575342,1,2007-03-10,69,0.778151250383644,3.49899936358015,2.63447727016073,2.04921802267018,1.54406804435028,0.230448921378274,2.16435285578444,1.65321251377534,0.403120521175818,0.262451089730429,2.71432975974523,-0.044242678085071,-0.999020813314648
222,222.2007,2007,1,1,2007-06-08,159,729000,4077000,"",0.6,0.8,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,2,46,16.5,6.3,5.06,"14",77.88,18.79,2.75,0.58,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,1,1,11.05479452,1,1.205479452,0,NA,NA,0.845098040014257,3.40993312333129,2.5705429398819,2.24797326636181,1.34242268082221,0.235528446907549,2.04139268515822,1.61278385671974,0.292256071356476,0.544068044350276,2.71683772329952,0.901788347648809,-0.432177944884778
226,226.2007,2007,1,1,2007-06-17,168,729000,4078000,"",1,1,0.4,2,0,0,NA,NA,NA,NA,0,NA,0,0,5,4,222,17.51,6,5.7,"16",66.56,21.32,1.73,0.84,9.57,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,1,1,11.30684932,1,1.230136986,0,NA,NA,0.845098040014257,3.36754227352058,2.65127801399814,2.07188200730613,1.53147891704226,0.264817823009536,2.30102999566398,1.56820172406699,0.287801729930226,0.725094521081469,2.73719264270474,0.868950838216349,-0.494898414589402
238,238.2007,2007,1,1,2007-06-19,170,732000,4075000,"",0.6,0.4,0.5,0,0,0,NA,NA,NA,NA,0,NA,0,5,10,5,35,12.21,6.3,3.88,"16",81.04,15.97,1.93,1.03,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,1,8.334246575,1,2.512328767,0,NA,NA,0.778151250383644,3.2964457942064,2.36921585741014,1.96378782734556,1.46239799789896,0.222716471147583,2.20682587603185,1.38021124171161,0.181843587944773,0.492760389026837,2.71096311899528,-0.428182669496151,-0.903692205091507
244,244.2007,2007,1,1,2007-06-10,161,731000,4074000,"",0.5,0.5,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,1,30,1,270,13.1,6.1,3.9,"16",70.34,22.65,2.62,0.93,3.5,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,1,8.309589041,1,2.501369863,0,NA,NA,0.778151250383644,3.26552533521907,2.55144999797288,2.12710479836481,1.44715803134222,0.238046103128795,2.0899051114394,1.20411998265592,0.107209969647868,0.571708831808688,2.74896286125616,-0.176045946471211,0.984381950632505
254,254.2007,2007,1,1,2007-06-18,169,734000,4071000,"",0.6,0.5,0.6,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,5,122,20.54,7.2,5.21,"17",83.54,13.63,2.03,0.78,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,0,0,1,2.77260274,0,NA,NA,0.845098040014257,3.53554727917667,2.52633927738984,2.21218760440396,1.56820172406699,0.322219294733919,2.34242268082221,1.77085201164214,0.447158031342219,0.527629900871339,2.59988307207369,0.498713153896394,-0.86676709105198
259,259.2007,2007,1,1,2007-06-19,170,734000,4073000,"",1,0.6,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,5,2,28,22.77,6.2,6.04,"11",86.61,10.61,2.4,0.4,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,1,3.010958904,1,4.235616438,0,NA,NA,0.845098040014257,3.59593690626917,2.46239799789896,2.32837960343874,1.32221929473392,0.232996110392154,1.93449845124357,1.89209460269048,0.195899652409234,0.406540180433955,2.79028516403324,0.270905788307869,-0.962605866313567
303,303.2007,2007,1,1,2007-06-10,161,731000,4082000,"",0.5,0.4,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,4,44,12.79,6,4.6,"11",76.35,16.35,3.11,0.65,3.58,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,0,0,4,1.161643836,0,NA,NA,0.845098040014257,3.29070224328785,2.39967372148104,2.19033169817029,1.27875360095283,0.230448921378274,2.02118929906994,1.67209785793572,0.139879086401236,0.617000341120899,2.75663610824585,0.0177019251054136,0.999843308647691
307,307.2007,2007,1,1,2007-06-09,160,731000,4079000,"",0.7,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,15,3,270,11.85,6,4.18,"12",71.9,24.68,2.19,1.25,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,1,5.476712329,1,2.769863014,0,NA,NA,0.778151250383644,3.23146959043068,2.54530711646582,2.00432137378264,1.53147891704226,0.252853030979893,2.34044411484012,1.54406804435028,0.190331698170291,0.404833716619938,2.73078227566639,-0.176045946471211,0.984381950632505
308,308.2007,2007,1,1,2007-06-17,168,730000,4086000,"",0.5,1.1,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,20,7,126,25.14,6.5,8.09,"14",82.34,14.95,2.18,0.52,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,0,0,4,1.230136986,0,NA,NA,0.845098040014257,3.6170003411209,2.65417654187796,2.33041377334919,1.47712125471966,0.290034611362518,2.03742649794062,1.65321251377534,0.429752280002408,0.6414741105041,2.68033551341456,0.329990825673782,0.943984139152314
309,309.2007,2007,1,1,2007-06-09,160,731000,4086000,"",0.5,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,20,25,8,120,12.46,5.6,3.91,"15",60.39,22.14,2.14,1.85,13.45,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,0,0,4,1.208219178,0,NA,NA,0.778151250383644,3.17753649992986,2.51982799377572,2.01703333929878,1.72427586960079,0.214843848047698,2.33445375115093,1.11394335230684,0.173186268412274,0.250420002308894,2.86451108105839,0.580611184212314,0.814180970526562
317,317.2007,2007,1,1,2007-06-18,169,733000,4079000,"",0.6,0.6,0.5,4,0,0,NA,NA,NA,NA,0,NA,0,4,15,5,125,18.07,6.8,5.21,"17",83.18,14.25,1.63,0.91,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,1,5.501369863,1,3.276712329,0,NA,NA,0.602059991327962,3.47798897625089,2.48995847942483,2.06069784035361,1.57978359661681,0.278753600952829,2.27875360095283,1.55630250076729,0.235528446907549,0.352182518111362,2.62838893005031,-0.616040459188656,0.787714512144234
319,319.2007,2007,1,1,2007-06-18,169,734000,4079000,"",0.7,0.7,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,10,1,160,21.64,6.3,5.41,"15",83.99,13.02,2.48,0.52,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,0,0,1,2.210958904,0,NA,NA,0.903089986991944,3.56050441519506,2.52891670027765,2.32014628611105,1.41497334797082,0.225309281725863,1.9731278535997,1.64345267648619,0.33645973384853,0.48572142648158,2.65030752313194,0.219425258379005,-0.975629312795237
331,331.2007,2007,1,1,2007-06-20,171,738000,4069000,"",0.4,0.5,0.8,4,0,0,NA,NA,NA,NA,0,NA,0,5,10,2,300,6.37,6,2.06,"15",76.92,15.31,6.08,1.71,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,0,0,1,2.216438356,0,NA,NA,1.23044892137827,2.99122607569249,2.06818586174616,2.17897694729317,1.39794000867204,0.143014800254095,2.29225607135648,1.41497334797082,0.0211892990699381,0.701567985055927,2.65896484266443,-0.999755839901149,-0.0220966192786839
343,343.2007,2007,1,1,2007-06-10,161,734000,4083000,"",0.6,0.5,0.6,2,0,0,NA,NA,NA,NA,0,NA,0,0,15,2,43,12.61,6,4.56,"15",72.88,22.87,3.4,0.86,0,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,0,0,0,9.22739726,0,NA,NA,0.698970004336019,3.26434550705009,2.53907609879278,2.22271647114758,1.39794000867204,0.247973266361807,2.35983548233989,1.57978359661681,0.190331698170291,0.569373909615046,2.70842090013471,-0.831774742628598,0.555113301520626
346,346.2007,2007,1,1,2007-06-19,170,734000,4074000,"",0.8,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,10,20,5,310,18.64,6.1,5.65,"15",75.05,19.27,2.45,0.79,2.46,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,1,3.010958904,2,2.512328767,0,NA,NA,0.698970004336019,3.44684771015581,2.63447727016073,2.25042000230889,1.53147891704226,0.225309281725863,2.20139712432045,1.11394335230684,0.292256071356476,0.394451680826216,2.72591163229505,0.85088768865586,-0.525347638515573
350,350.2007,2007,1,1,2007-06-09,160,733000,4081000,"",0.5,0.3,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,25,2,190,17.21,6.1,5.18,"14",72.28,21.01,1.59,2.45,2.66,59,46,74,19,25,28,66,35,26,217,124,168,24.4,27.8,28.2,20.2,14.6,9.5,4,0.2,2.3,13.6,12.8,20.2,0,1,5.476712329,1,3.252054795,0,NA,NA,0.845098040014257,3.39585037601878,2.63748972951251,2.02938377768521,1.98677173426624,0.247973266361807,2.23552844690755,1.49136169383427,0.287801729930226,0.534026106056135,2.71096311899528,0.9977992786806,0.0663068583517113
205,205.2008,2008,1,1,2008-06-11,163,727000,4080000,"",0.7,1,0.5,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,25,3,298,22.65,7.1,5.45,"10",78.59,17.99,2.73,0.71,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,1,1,14.65753425,1,0.750684932,1,2007-09-11,254,1.04139268515823,3.55144999797288,2.68930885912362,2.38201704257487,1.56820172406699,0.311753861055754,2.19865708695442,1.78532983501077,0.622214022966295,0.465382851448418,2.78958071216443,0.436137629146049,-0.899879974464853
206,206.2008,2008,1,1,2008-06-16,168,730000,4076000,"",0.6,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,5,1,296,15.58,6,4.3,"9",80.55,16.69,1.74,1,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,1,1,12.07945205,1,1.208219178,0,NA,NA,0.602059991327962,3.39967372148104,2.49415459401844,2.02530586526477,1.55630250076729,0.334453751150931,2.13353890837022,1.73239375982297,0.225309281725863,0.519827993775719,2.65609820201283,0.636761250564552,0.771061028570027
208,208.2008,2008,1,1,2008-06-12,164,728000,4078000,"",1,0.5,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,15,5,209,21.71,7.5,6.1,"10",73.26,19.19,2.43,5.11,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,1,1,14.66027397,1,3.509589041,0,NA,NA,0.602059991327962,3.50256366910736,2.69897000433602,2.31386722036915,2.40654018043396,0.396199347095736,2.03742649794062,1.90848501887865,0.434568904034199,0.380211241711606,2.68214507637383,0.996466641766108,-0.0839894746225687
220,220.2008,2008,1,1,2008-06-11,163,728000,4080000,"",0.8,0.8,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,3,4,110,18.6,7.4,5.68,"11",81.45,15.46,1.94,1.15,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,1,1,14.65753425,2,1.257534247,0,NA,NA,0.602059991327962,3.4814426285023,2.53781909507327,2.14921911265538,1.69019608002851,0.322219294733919,2.2718416065365,1.82607480270083,0.450249108319361,0.469822015978163,2.63346845557959,-0.044242678085071,-0.999020813314648
222,222.2008,2008,1,1,2008-06-12,164,729000,4077000,"",0.8,0.7,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,4,2,46,14.4,6.3,5.01,"9",78.06,17.3,3.86,0.75,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,1,1,12.06849315,1,2.219178082,0,NA,NA,0.698970004336019,3.35179630689702,2.47567118832443,2.33645973384853,1.39794000867204,0.27415784926368,2.13672056715641,1.75587485567249,0.363611979892144,0.553883026643874,2.71516735784846,0.901788347648809,-0.432177944884778
226,226.2008,2008,1,1,2008-06-12,164,729000,4078000,"",0.8,0.7,0.6,5,0,0,NA,NA,NA,NA,0,NA,0,0,5,4,222,16.75,6,4.36,"9",67.04,20.35,1.71,0.91,10.01,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,1,1,12.29589041,1,2.219178082,0,NA,NA,0.698970004336019,3.35140975192544,2.61172330800734,2.04921802267018,1.54406804435028,0.267171728403014,2.35983548233989,1.46239799789896,0.357934847000454,0.488550716500444,2.81822589361396,0.868950838216349,-0.494898414589402
238,238.2008,2008,1,1,2008-06-17,169,732000,4075000,"",0.5,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,3,5,35,9.93,6.2,4.21,"8",81.97,14.94,2.25,0.83,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,1,9.331506849,1,3.509589041,0,NA,NA,0.602059991327962,3.21165440055318,2.25042000230889,1.93951925261862,1.27875360095283,0.230448921378274,2.36361197989214,1.39794000867204,0.15836249209525,0.434568904034199,2.68033551341456,-0.428182669496151,-0.903692205091507
244,244.2008,2008,1,1,2008-06-18,170,731000,4074000,"",0.6,0.7,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,15,1,270,13.05,6.5,3.36,"10",77.09,19.6,2.42,0.9,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,1,9.334246575,1,3.526027397,0,NA,NA,0.477121254719662,3.30362797638389,2.48713837547719,2.0899051114394,1.43136376415899,0.24551266781415,2.08635983067475,1.34242268082221,0.107209969647868,0.348304863048161,2.72591163229505,-0.176045946471211,0.984381950632505
254,254.2008,2008,1,1,2008-06-17,169,734000,4071000,"",1,0.7,0.6,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,2,5,122,19.24,7.3,4.8,"13",84.62,12.04,2.37,0.95,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,0,0.084931507,2,0.2,1,2008-04-05,96,0.698970004336019,3.51268439621716,2.44404479591808,2.25042000230889,1.6232492903979,0.350248018334163,2.40823996531185,1.76342799356294,0.469822015978163,0.488550716500444,2.59549622182557,0.498713153896394,-0.86676709105198
259,259.2008,2008,1,1,2008-06-21,173,734000,4073000,"",0.6,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,1,30,2,28,23.1,6.3,5.47,"10",79.74,9.74,2.72,0.56,7.26,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,1,4.019178082,1,0.210958904,1,2008-04-05,96,0.698970004336019,3.56631962152481,2.43136376415899,2.38916608436453,1.47712125471966,0.301029995663981,1.94939000664491,1.93951925261862,0.324282455297693,0.361727836017593,2.81690383937566,0.270905788307869,-0.962605866313567
303,303.2008,2008,1,1,2008-06-11,163,731000,4082000,"",0.4,0.5,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,20,4,44,12.16,6.1,3.92,"9",68.59,13.43,3.5,0.72,13.78,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,0,0,4,0.254794521,1,2008-03-10,70,0.698970004336019,3.22219604630172,2.29225607135648,2.22010808804005,1.30102999566398,0.235528446907549,2.03342375548695,1.6232492903979,0.143014800254095,0.484299839346786,2.77670118398841,0.0177019251054136,0.999843308647691
307,307.2008,2008,1,1,2008-06-20,172,731000,4079000,"",0.7,0.5,0.1,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,5,3,270,11.43,6.1,3.73,"9",72.75,22.6,3.32,1.29,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,1,6.509589041,1,3.802739726,0,NA,NA,0.477121254719662,3.22089224921952,2.49136169383427,2.17026171539496,1.53147891704226,0.276461804173244,2.36921585741014,1.53147891704226,0.184691430817599,0.318063334962762,2.73878055848437,-0.176045946471211,0.984381950632505
308,308.2008,2008,1,1,2008-06-20,172,730000,4086000,"",0.6,0.8,0.6,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,7,126,27.1,6.6,7.05,"9",78.01,13.01,2.32,0.47,6.18,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,0,0,4,0.235616438,1,2008-03-26,86,0.698970004336019,3.62613497863539,2.62634036737504,2.38916608436453,1.46239799789896,0.326335860928751,2.15228834438306,1.75587485567249,0.530199698203082,0.545307116465824,2.77232170672292,0.329990825673782,0.943984139152314
309,309.2008,2008,1,1,2008-06-21,173,731000,4086000,"",0.7,0.8,0.1,0.01,0,0,NA,NA,NA,NA,0,NA,0,10,10,8,120,12.97,5.8,3.77,"10",54.09,19.34,1.94,2.31,22.31,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,0,0,4,0.238356164,1,2008-03-26,86,0.477121254719662,3.14705767102836,2.47856649559384,1.99122607569249,1.83884909073726,0.250420002308894,2.41329976408125,1.14612803567824,0.227886704613674,0.230448921378274,2.89872518158949,0.580611184212314,0.814180970526562
317,317.2008,2008,1,1,2008-06-10,162,733000,4079000,"",0.8,0.5,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,2,5,125,18.45,6.8,4.29,"9",84.88,12.87,1.53,0.73,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,1,6.482191781,1,4.257534247,0,NA,NA,0.477121254719662,3.49582175338591,2.45484486000851,2.04139268515822,1.49136169383427,0.330413773349191,2.30319605742049,1.67209785793572,0.303196057420489,0.243038048686294,2.72263392253381,-0.616040459188656,0.787714512144234
319,319.2008,2008,1,1,2008-06-10,162,734000,4079000,"",0.7,0.6,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,4,1,160,19.47,6.4,5.27,"9",84.85,11.77,2.94,0.47,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,0,0,1,3.191780822,0,NA,NA,0.778151250383644,3.51904003864834,2.43933269383026,2.34830486304816,1.32221929473392,0.287801729930226,1.99563519459755,1.76342799356294,0.324282455297693,0.47567118832443,2.66275783168157,0.219425258379005,-0.975629312795237
331,331.2008,2008,1,1,2008-06-18,170,738000,4069000,"",0.6,0.5,0.8,10,0,0,NA,NA,NA,NA,0,NA,0,5,20,2,300,4.86,6.1,1.91,"9",79.12,13.89,4.7,2.24,0,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,0,0,2,0.197260274,1,2008-04-07,98,1.04139268515823,2.88592633980143,1.90848501887865,1.94939000664491,1.39794000867204,0.260071387985075,2.41161970596323,1.53147891704226,-0.0268721464003014,0.670245853074124,2.63042787502502,-0.999755839901149,-0.0220966192786839
343,343.2008,2008,1,1,2008-06-17,169,734000,4083000,"",1,0.6,0.6,2,0,0,NA,NA,NA,NA,0,NA,0,0,5,2,43,11.37,6,4.21,"9",71.28,20.3,3.2,1.22,4.03,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,0,0,0,10.24931507,0,NA,NA,0.602059991327962,3.20978301484852,2.44247976906445,2.15228834438306,1.50514997831991,0.294466226161593,2.35983548233989,1.56820172406699,0.204119982655925,0.501059262217751,2.73798732633343,-0.831774742628598,0.555113301520626
346,346.2008,2008,1,1,2008-06-21,173,734000,4074000,"",0.5,0.7,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,10,5,310,16.6,6.2,5,"9",75.39,17.82,3.07,0.94,2.76,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,1,4.019178082,1,3.520547945,0,NA,NA,0.602059991327962,3.39846084960822,2.55022835305509,2.29885307640971,1.55630250076729,0.294466226161593,2.25527250510331,1.07918124604762,0.290034611362518,0.301029995663981,2.7481880270062,0.85088768865586,-0.525347638515573
350,350.2008,2008,1,1,2008-06-21,173,733000,4081000,"",0.5,0.7,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,10,2,190,15.94,6.1,4.66,"10",67.16,17.98,2.03,2.35,10.51,238,78,32,90,167,7,36,16,51,108,103,170,23.2,25.5,27.2,22.2,16.3,9.3,1.2,1.6,1.8,8.6,13.2,19.4,0,1,6.512328767,2,0.271232877,1,2008-03-14,74,0.698970004336019,3.33061666729444,2.53655844257153,2.10037054511756,1.93449845124357,0.2405492482826,2.30102999566398,1.56820172406699,0.33645973384853,0.506505032404872,2.72916478969277,0.9977992786806,0.0663068583517113
205,205.2009,2009,1,1,2009-06-17,168,727000,4080000,"",0.6,1,0.5,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,2,3,298,22.04,7.1,6.03,"9",78.88,17.88,2.35,0.91,0,261,91,87,29,84,29,34,2,51,112,174,66,23.9,25.9,24.2,19.7,14.3,8.1,1.4,0.3,6.2,9.7,13.7,18.2,1,1,15.6739726,1,1.767123288,0,NA,NA,0.845098040014257,3.54120469068326,2.67486114073781,2.30535136944662,1.66275783168157,0.311753861055754,2.14612803567824,1.84509804001426,0.445604203273598,0.46686762035411,2.82672252016899,0.436137629146049,-0.899879974464853
206,206.2009,2009,1,1,2009-06-17,168,730000,4076000,"",0.6,0.5,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,1,296,15.82,6.8,4.49,"9",80.4,16.22,1.99,1.4,0,261,91,87,29,84,29,34,2,51,112,174,66,23.9,25.9,24.2,19.7,14.3,8.1,1.4,0.3,6.2,9.7,13.7,18.2,1,1,13.08219178,1,2.210958904,0,NA,NA,0.698970004336019,3.40551710697638,2.48855071650044,2.0899051114394,1.70757017609794,0.255272505103306,2.22788670461367,1.79239168949825,0.271841606536499,0.517195897949974,2.73719264270474,0.636761250564552,0.771061028570027
208,208.2009,2009,1,1,2009-06-24,175,728000,4078000,"",1.2,0.6,0.5,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,1,5,209,21.41,7.6,6.13,"9",73.68,18.45,1.96,5.91,0,261,91,87,29,84,29,34,2,51,112,174,66,23.9,25.9,24.2,19.7,14.3,8.1,1.4,0.3,6.2,9.7,13.7,18.2,1,1,15.69315068,1,4.542465753,0,NA,NA,0.698970004336019,3.49899936358015,2.67577834167409,2.2148438480477,2.46389298898591,0.390935107103379,2.03342375548695,1.86332286012046,0.372912002970107,0.257678574869184,2.63948648926859,0.996466641766108,-0.0839894746225687
220,220.2009,2009,1,1,2009-06-25,176,728000,4080000,"",0.8,0.8,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,4,110,19.89,7.3,5.23,"8",81.85,15.75,1.57,0.83,0,261,91,87,29,84,29,34,2,51,112,174,66,23.9,25.9,24.2,19.7,14.3,8.1,1.4,0.3,6.2,9.7,13.7,18.2,1,1,15.69589041,2,0.22739726,1,2009-04-03,93,0.778151250383644,3.51268439621716,2.57518784492766,2.08635983067475,1.57978359661681,0.305351369446624,2.26481782300954,1.80617997398389,0.401400540781544,0.367355921026019,2.75815462196739,-0.044242678085071,-0.999020813314648
222,222.2009,2009,1,1,2009-06-24,175,729000,4077000,"",0.7,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,2,46,13.94,6.3,4.98,"8",79.77,16.5,3.11,0.62,0,261,91,87,29,84,29,34,2,51,112,174,66,23.9,25.9,24.2,19.7,14.3,8.1,1.4,0.3,6.2,9.7,13.7,18.2,1,1,13.10136986,1,3.252054795,0,NA,NA,0.778151250383644,3.34713478291002,2.44090908206522,2.22788670461367,1.30102999566398,0.243038048686294,2.19033169817029,1.78532983501077,0.313867220369153,0.456366033129043,2.80277372529198,0.901788347648809,-0.432177944884778
